ZMYM4	ENSG00000146463
C1orf216	ENSG00000142686
SHMT1P1	ENSG00000224751
ACTL8	ENSG00000117148
PHB1P12	ENSG00000230585
RLF	ENSG00000117000
CLSPN	ENSG00000092853
GNL2	ENSG00000134697
GJA4	ENSG00000187513
FCF1P6	ENSG00000225671
MORN1	ENSG00000116151
TTC22	ENSG00000006555
RPL6P1	ENSG00000236111
MYCBP	ENSG00000214114
DLGAP3	ENSG00000116544
TMA16P2	ENSG00000232467
RIMS3	ENSG00000117016
SMIM12	ENSG00000163866
MRPS6P2	ENSG00000237130
CZIB	ENSG00000162384
FAM151A	ENSG00000162391
OSBPL9	ENSG00000117859
PARS2	ENSG00000162396
ZYG11B	ENSG00000162378
CZIB-DT	ENSG00000259818
LAMTOR5P1	ENSG00000236646
TTC4	ENSG00000243725
KLF17	ENSG00000171872
PLPP3	ENSG00000162407
SNIP1	ENSG00000163877
RPS13P2	ENSG00000228929
RPL23AP85	ENSG00000224980
CPT2	ENSG00000157184
FOXJ3	ENSG00000198815
TUT4	ENSG00000134744
GTF2F2P2	ENSG00000233910
KLF18	ENSG00000283039
DNAJC6-AS1	ENSG00000229294
GAPDHP51	ENSG00000236973
MAGOH	ENSG00000162385
CDKN2C	ENSG00000123080
C1orf87	ENSG00000162598
ZSWIM5	ENSG00000162415
OMA1	ENSG00000162600
SLC35D1	ENSG00000116704
LRP8	ENSG00000157193
TCEANC2	ENSG00000116205
GDI2P2	ENSG00000233994
USP1	ENSG00000162607
RNFT1P2	ENSG00000233333
AK5	ENSG00000154027
COX6A1P1	ENSG00000234108
ADH5P2	ENSG00000232676
RPL29P5	ENSG00000213579
GIPC2	ENSG00000137960
ANGPTL3	ENSG00000132855
KRT8P21	ENSG00000229636
DNAJC6	ENSG00000116675
AK4	ENSG00000162433
LEPROT	ENSG00000213625
NDUFS5P3	ENSG00000233664
CACHD1	ENSG00000158966
RPL13AP9	ENSG00000213703
MCOLN2	ENSG00000153898
ST6GALNAC5	ENSG00000117069
ATG4C	ENSG00000125703
COX6CP13	ENSG00000234144
PDE4B-AS1	ENSG00000227466
ADGRL4	ENSG00000162618
GJA9	ENSG00000131233
TTLL7	ENSG00000137941
NEGR1-IT1	ENSG00000228853
ZNHIT6	ENSG00000117174
MROH7	ENSG00000184313
PTGFR	ENSG00000122420
LMO4	ENSG00000143013
RPL17P6	ENSG00000226084
PRPF38A	ENSG00000134748
PIGK	ENSG00000142892
PGBD4P8	ENSG00000229332
MTND2P30	ENSG00000227937
RPL7P10	ENSG00000229752
GUCA2A	ENSG00000197273
SLC25A6P3	ENSG00000232846
PSAT1P3	ENSG00000230787
DOCK7	ENSG00000116641
NEGR1	ENSG00000172260
SHISAL2A	ENSG00000182183
HMGB1P18	ENSG00000236407
DNTTIP2	ENSG00000067334
HNRNPA1P64	ENSG00000213559
PHKA1P1	ENSG00000232882
COL24A1	ENSG00000171502
GPX7	ENSG00000116157
SLC44A3	ENSG00000143036
PKN2	ENSG00000065243
MTCO1P21	ENSG00000226960
ABCD3	ENSG00000117528
MROH7-TTC4	ENSG00000271723
ZZZ3	ENSG00000036549
HNRNPCP9	ENSG00000232048
KATNBL1P2	ENSG00000232857
GJB4	ENSG00000189433
DMRTA2	ENSG00000142700
HIVEP3	ENSG00000127124
HMGB1P45	ENSG00000229316
MTND4P11	ENSG00000234099
BCAR3	ENSG00000137936
MTCO3P21	ENSG00000232752
TBCAP2	ENSG00000235829
BARHL2	ENSG00000143032
SNX7-DT	ENSG00000280040
CNN3	ENSG00000117519
OOSP1P1	ENSG00000238037
VAV3	ENSG00000134215
EEF1A1P11	ENSG00000228502
RPS20P5	ENSG00000236888
TLCD4	ENSG00000152078
LRRC8D	ENSG00000171492
S1PR1	ENSG00000170989
MATR3P3	ENSG00000237897
ARHGAP29	ENSG00000137962
IGSF21	ENSG00000117154
COA7	ENSG00000162377
OLFML3	ENSG00000116774
GCLM	ENSG00000023909
TGFBR3	ENSG00000069702
RPL21P23	ENSG00000236776
MTND3P21	ENSG00000235794
PHTF1	ENSG00000116793
RPL21P26	ENSG00000232918
RPSAP19	ENSG00000183298
F3	ENSG00000117525
DNAJA1P5	ENSG00000162699
HSP90B3P	ENSG00000203914
LINC01787	ENSG00000231987
MTATP6P13	ENSG00000229842
MAN1A2	ENSG00000198162
LPAR3	ENSG00000171517
LINC02868	ENSG00000203864
CTTNBP2NL	ENSG00000143079
CIMAP3	ENSG00000173947
TSPAN2	ENSG00000134198
SLC35A3	ENSG00000117620
AGL	ENSG00000162688
SLC6A17	ENSG00000197106
GAPDHP64	ENSG00000231072
RNPC3	ENSG00000185946
SNX7	ENSG00000162627
SEC22B	ENSG00000265808
PTGFRN	ENSG00000134247
ZNF326	ENSG00000162664
TRIM45	ENSG00000134253
RPS26P15	ENSG00000223416
NBPF17P	ENSG00000179571
SEPTIN2P1	ENSG00000227850
LINC02788	ENSG00000285532
VPS25P1	ENSG00000226755
TENT5C	ENSG00000183508
MTND5P20	ENSG00000238256
SYCP1	ENSG00000198765
PIP5K1A	ENSG00000143398
GDAP2	ENSG00000196505
NEFHP1	ENSG00000223489
VDAC2P3	ENSG00000213262
FTLP17	ENSG00000228347
HIGD1AP12	ENSG00000236012
TSHB	ENSG00000134200
WDR3	ENSG00000065183
PSMC1P12	ENSG00000226126
SCNM1	ENSG00000163156
RPS15AP9	ENSG00000228453
MTIF2P1	ENSG00000233432
SRGAP2C	ENSG00000171943
SPAG17	ENSG00000155761
TTF2	ENSG00000116830
UBE2WP1	ENSG00000234422
SLC6A17-AS1	ENSG00000227091
MAGI3	ENSG00000081026
GABPB2	ENSG00000143458
CDK4P1	ENSG00000225036
TXNP3	ENSG00000234388
RPS29P29	ENSG00000233717
LYSMD1	ENSG00000163155
ELOCP19	ENSG00000241975
PNRC2P1	ENSG00000228217
CD2	ENSG00000116824
LINC02799	ENSG00000235887
PPIAP7	ENSG00000173810
OR10AE1P	ENSG00000271890
GPR89A	ENSG00000117262
NR1H5P	ENSG00000227970
MTCO2P21	ENSG00000236689
PFN1P12	ENSG00000226028
CSF1	ENSG00000184371
MTATP6P14	ENSG00000233449
NKAIN1P1	ENSG00000242943
TNFAIP8L2	ENSG00000163154
FMO8P	ENSG00000238087
MPC2	ENSG00000143158
TLCD4-RWDD3	ENSG00000271092
FMO11P	ENSG00000232148
FIRRM	ENSG00000000460
LAMC1	ENSG00000135862
NME7	ENSG00000143156
RCSD1	ENSG00000198771
FDPSP1	ENSG00000225462
LINC01720	ENSG00000231175
XCL2	ENSG00000143185
LRRC8D-DT	ENSG00000272931
POU2F1	ENSG00000143190
CNN2P10	ENSG00000232223
LAMC1-AS1	ENSG00000224468
MTCO1P14	ENSG00000232551
RXRG	ENSG00000143171
TPR	ENSG00000047410
METTL18	ENSG00000171806
CHIA	ENSG00000134216
PRELID1P7	ENSG00000230748
NIBAN1	ENSG00000135842
WDR82P2	ENSG00000241318
RPL5P6	ENSG00000232393
OR10J5	ENSG00000184155
LAMC2	ENSG00000058085
HSPE1P6	ENSG00000232917
EEF1A1P14	ENSG00000233057
GPA33	ENSG00000143167
XCL1	ENSG00000143184
NUF2	ENSG00000143228
NR5A2	ENSG00000116833
SCYL3	ENSG00000000457
NMNAT2	ENSG00000157064
TARBP1	ENSG00000059588
TDRD5	ENSG00000162782
ISCUP1	ENSG00000238051
HNRNPA1P46	ENSG00000228020
FTH1P2	ENSG00000234975
TFB2M	ENSG00000162851
LYPLAL1	ENSG00000143353
MPZL1	ENSG00000197965
INTS7	ENSG00000143493
RPS29P5	ENSG00000230777
CATSPERE	ENSG00000179397
TFDP1P1	ENSG00000224540
EDARADD	ENSG00000186197
LINC03121	ENSG00000261182
BRINP3	ENSG00000162670
ATP5MC2P1	ENSG00000225712
LMX1A	ENSG00000162761
ADCY10	ENSG00000143199
SELE	ENSG00000007908
GPATCH2	ENSG00000092978
SELL	ENSG00000188404
CAPN8	ENSG00000203697
RHOU	ENSG00000116574
RGS5	ENSG00000143248
SPATA17	ENSG00000162814
PRRX1	ENSG00000116132
FMO10P	ENSG00000234984
RIMKLBP2	ENSG00000225920
DTL	ENSG00000143476
SOAT1	ENSG00000057252
MIPEPP2	ENSG00000224783
CNST	ENSG00000162852
SRP14P4	ENSG00000268062
NID1	ENSG00000116962
RPL7AP21	ENSG00000229757
RPL21P28	ENSG00000220749
ZNF678	ENSG00000181450
LHX9	ENSG00000143355
CHCHD2P5	ENSG00000223490
SLC26A9	ENSG00000174502
ILDR2	ENSG00000143195
KIF26B	ENSG00000162849
PRR13P1	ENSG00000232824
RRP15	ENSG00000067533
RPL7AP82	ENSG00000228955
LMX1A-AS2	ENSG00000224702
LINC01035	ENSG00000226486
LINC00210	ENSG00000231814
PTPN14	ENSG00000152104
NEK2	ENSG00000117650
C1orf53	ENSG00000203724
TOMM20	ENSG00000173726
TADA1	ENSG00000152382
LINC01653	ENSG00000232100
HMGB1P11	ENSG00000230547
OR2L6P	ENSG00000232215
DHX9	ENSG00000135829
BTF3L4	ENSG00000134717
RPL4P2	ENSG00000232341
COP1	ENSG00000143207
OR2L9P	ENSG00000237492
RGS18	ENSG00000150681
GNPAT	ENSG00000116906
TGFB2	ENSG00000092969
ODR4	ENSG00000157181
FMO4	ENSG00000076258
NSL1	ENSG00000117697
HFM1	ENSG00000162669
MORF4L1P7	ENSG00000225904
GALNT2	ENSG00000143641
FMO1	ENSG00000010932
SPRTN	ENSG00000010072
EGLN1	ENSG00000135766
GNG4	ENSG00000168243
TGFB2-OT1	ENSG00000281453
TUBB8P10	ENSG00000237469
QRSL1P2	ENSG00000227613
PAPPA2	ENSG00000116183
CLPTM1LP1	ENSG00000271036
PPP2R5A	ENSG00000066027
SPMIP3	ENSG00000173728
SPATA45	ENSG00000185523
PLA2G4A	ENSG00000116711
TOP1P1	ENSG00000285665
RPS3AP9	ENSG00000231022
SHCBP1L	ENSG00000157060
RPL23AP22	ENSG00000237213
RPL10AP5	ENSG00000235467
LPGAT1	ENSG00000123684
RPL23AP18	ENSG00000225338
DUTP6	ENSG00000225171
PTP4A1P7	ENSG00000237514
TATDN3	ENSG00000203705
HMGN1P4	ENSG00000224040
SELP	ENSG00000174175
SLC4A1APP2	ENSG00000236401
RSL24D1P4	ENSG00000215800
BPNT2P1	ENSG00000270936
CAMK1G	ENSG00000008118
ZNF672	ENSG00000171161
LINC01735	ENSG00000261453
LAMB3	ENSG00000196878
LINC01710	ENSG00000225561
ARHGEF10L	ENSG00000074964
NOS1AP	ENSG00000198929
ANGEL2	ENSG00000174606
RPS26P13	ENSG00000227887
EXOC8	ENSG00000116903
GAPDHP75	ENSG00000226196
CCNQP1	ENSG00000233827
BRINP2	ENSG00000198797
NEK7	ENSG00000151414
PGBD5	ENSG00000177614
TRNT1P1	ENSG00000225755
ZNF695	ENSG00000197472
SMYD3-IT1	ENSG00000230184
RPS6KC1	ENSG00000136643
KRT18P28	ENSG00000176855
TGIF2P1	ENSG00000225401
RPL23AP16	ENSG00000228190
ZNF670-ZNF695	ENSG00000135747
NUP133	ENSG00000069248
RGS21	ENSG00000253148
RCC2-AS1	ENSG00000227751
RGS1	ENSG00000090104
EEF1A1P44	ENSG00000236468
PGBD2	ENSG00000185220
RAC1P7	ENSG00000236101
FLVCR1	ENSG00000162769
USH2A	ENSG00000042781
RPL31P13	ENSG00000228646
ZNF670	ENSG00000277462
ADSS2	ENSG00000035687
PLD5	ENSG00000180287
NXNP1	ENSG00000226693
BANF1P4	ENSG00000223828
ST7L	ENSG00000007341
XPR1	ENSG00000143324
CHCHD4P5	ENSG00000225222
STYXL2	ENSG00000198842
PM20D1-AS1	ENSG00000286619
COLGALT2	ENSG00000198756
GAPDHP29	ENSG00000178596
SDCCAG8	ENSG00000054282
SLC35F3	ENSG00000183780
DPY19L4P1	ENSG00000229663
ZNF281	ENSG00000162702
MAEL	ENSG00000143194
ARID4B	ENSG00000054267
SH3BP5L	ENSG00000175137
WNT2B	ENSG00000134245
FYB2	ENSG00000187889
CDC7	ENSG00000097046
NDUFAF4P4	ENSG00000231378
LINC01691	ENSG00000224857
LINC01363	ENSG00000231605
GPR52	ENSG00000203737
FEN1P1	ENSG00000215873
SMYD3	ENSG00000185420
HMGB3P6	ENSG00000213070
KCTD3	ENSG00000136636
ZC3H12A	ENSG00000163874
HHAT	ENSG00000054392
RBM34	ENSG00000188739
NMNAT1P2	ENSG00000225719
VDAC1P10	ENSG00000232809
LINC01677	ENSG00000233047
HMCN1	ENSG00000143341
PDC	ENSG00000116703
MIR4689	ENSG00000264101
RN7SL614P	ENSG00000243267
RNU6-1265P	ENSG00000252151
SNORA70	ENSG00000252969
RNA5SP40	ENSG00000252956
MIR34A	ENSG00000284357
RNU6-110P	ENSG00000207237
MIR552	ENSG00000207941
RNU6-605P	ENSG00000199963
MIR4255	ENSG00000264698
RNU6-636P	ENSG00000207328
Y_RNA	ENSG00000207466
RNA5SP43	ENSG00000252368
Y_RNA	ENSG00000206779
RNU6-753P	ENSG00000200796
MIR6732	ENSG00000283724
MIR6733	ENSG00000284410
RNU2-30P	ENSG00000252018
RNU6-969P	ENSG00000206627
RNU6-1237P	ENSG00000207508
Y_RNA	ENSG00000200171
RNU6-1026P	ENSG00000207194
MIR6079	ENSG00000283477
MIR5581	ENSG00000263675
RNU7-62P	ENSG00000238653
RNU6-414P	ENSG00000200575
RNU6-1177P	ENSG00000212360
RN7SKP19	ENSG00000251825
RNU2-15P	ENSG00000222624
RNU4-88P	ENSG00000223152
RNA5SP23	ENSG00000212308
MIR7156	ENSG00000276081
RN7SL62P	ENSG00000239640
RNU6-503P	ENSG00000252338
RN7SL854P	ENSG00000239319
RNU7-8P	ENSG00000251767
RNA5SP22	ENSG00000202263
RNA5SP52	ENSG00000199318
SNORD3G	ENSG00000199666
RNA5SP50	ENSG00000200601
RN7SL392P	ENSG00000242482
RNA5SP51	ENSG00000201620
Y_RNA	ENSG00000206817
RN7SL440P	ENSG00000264963
MIR30E	ENSG00000198974
RNU6-750P	ENSG00000212248
MIR30C1	ENSG00000207962
RNU6-125P	ENSG00000207234
RNU6-1318P	ENSG00000202259
RNU6-695P	ENSG00000212459
MIR378G	ENSG00000263526
MIR760	ENSG00000211575
Y_RNA	ENSG00000202254
RNU4-75P	ENSG00000201491
MIR7852	ENSG00000275455
RNU1-130P	ENSG00000200800
RNU6-965P	ENSG00000252530
MIR320B1	ENSG00000211543
RN7SKP272	ENSG00000252797
RNA5SP56	ENSG00000222209
Metazoa_SRP	ENSG00000277141
MIR942	ENSG00000215930
RN7SKP285	ENSG00000222069
RNU4ATAC8P	ENSG00000252005
RNA5SP55	ENSG00000252510
RNA5SP533	ENSG00000252830
MIR4256	ENSG00000283296
RNU6-352P	ENSG00000252717
7SK	ENSG00000277313
RNU6-41P	ENSG00000207472
RNU5F-6P	ENSG00000199849
U3	ENSG00000212538
RNU6-983P	ENSG00000251813
Y_RNA	ENSG00000207108
RNU6-716P	ENSG00000202491
Y_RNA	ENSG00000201596
U7	ENSG00000273629
RNU1-141P	ENSG00000201493
RNU6-778P	ENSG00000200139
RNU2-12P	ENSG00000253025
SNORA16B	ENSG00000201544
SNORD116	ENSG00000202498
MIR1255B2	ENSG00000221545
SCARNA3	ENSG00000252906
RNU6-609P	ENSG00000202329
RN7SL299P	ENSG00000242794
MIR3119-1	ENSG00000283340
RNU6-570P	ENSG00000252860
MIR3119-2	ENSG00000263390
SNORA14B	ENSG00000207181
MIR4671	ENSG00000264377
RNU6-465P	ENSG00000207149
MIR205	ENSG00000284485
RN7SL333P	ENSG00000239494
Y_RNA	ENSG00000199442
RN7SL668P	ENSG00000239690
RNU6-1283P	ENSG00000202184
RN7SL344P	ENSG00000241395
Y_RNA	ENSG00000200982
RNA5SP80	ENSG00000222407
RNU6-1205P	ENSG00000200495
RNA5SP73	ENSG00000252553
RN7SKP156	ENSG00000222240
RNA5SP65	ENSG00000200036
U3	ENSG00000212610
RNA5SP62	ENSG00000200327
RNU5A-8P	ENSG00000200972
Y_RNA	ENSG00000207326
Y_RNA	ENSG00000212205
MIR3122	ENSG00000264358
RNA5SP63	ENSG00000212527
RN7SKP98	ENSG00000252879
RNA5SP77	ENSG00000202264
5S_rRNA	ENSG00000285609
RN7SKP12	ENSG00000252084
Y_RNA	ENSG00000200085
MIR3124	ENSG00000264500
RNU6-1240P	ENSG00000202025
Y_RNA	ENSG00000206990
RPL21P27	ENSG00000225272
CAMK2N1	ENSG00000162545
MUL1	ENSG00000090432
RPS4XP4	ENSG00000215520
FAM43B	ENSG00000183114
CDA	ENSG00000158825
PINK1	ENSG00000158828
MIR6084	ENSG00000284005
ZNF101P2	ENSG00000234473
SCARNA18B	ENSG00000238754
MIR1278	ENSG00000221680
B3GALT2	ENSG00000162630
Metazoa_SRP	ENSG00000276735
LINC01758	ENSG00000229639
SGO1P1	ENSG00000270615
RN7SL538P	ENSG00000240692
LRRC7-AS1	ENSG00000237919
LRRC40	ENSG00000066557
RN7SL242P	ENSG00000244389
ANKRD13C	ENSG00000118454
CTH	ENSG00000116761
Metazoa_SRP	ENSG00000278636
CASP3P1	ENSG00000237033
E2F2	ENSG00000007968
ID3	ENSG00000117318
EEF1A1P48	ENSG00000229239
RPL11	ENSG00000142676
PITHD1	ENSG00000057757
GALE	ENSG00000117308
SEPTIN14P12	ENSG00000235748
MRPS21P3	ENSG00000221879
Y_RNA	ENSG00000199241
THAP12P8	ENSG00000223963
RFKP1	ENSG00000215802
HNRNPA1P42	ENSG00000233615
MIR3123	ENSG00000265831
RPL36P6	ENSG00000224348
APCS	ENSG00000132703
CRPP1	ENSG00000223603
CRP	ENSG00000132693
DUSP23	ENSG00000158716
FCRL6	ENSG00000181036
SLAMF8	ENSG00000158714
VSIG8	ENSG00000243284
CFAP45	ENSG00000213085
MIR4259	ENSG00000266458
SLAMF9	ENSG00000162723
SNHG28	ENSG00000188004
MIR4254	ENSG00000266580
U3	ENSG00000221040
ATP1A1	ENSG00000163399
RNU6-817P	ENSG00000212385
Y_RNA	ENSG00000200547
ZBTB41	ENSG00000177888
EFNA4	ENSG00000243364
EFNA4-EFNA3	ENSG00000251246
EFNA3	ENSG00000143590
Y_RNA	ENSG00000202027
EFNA1	ENSG00000169242
SLC50A1	ENSG00000169241
HMGN2P18	ENSG00000223452
KRTCAP2	ENSG00000163463
MIR92B	ENSG00000284586
THBS3	ENSG00000169231
GBA1	ENSG00000177628
HCN3	ENSG00000143630
PKLR	ENSG00000143627
RNU6-586P	ENSG00000253074
RNU4ATAC4P	ENSG00000252116
DNAJB6P4	ENSG00000228523
RNU6-387P	ENSG00000223263
RNU6-1031P	ENSG00000207504
CR1L	ENSG00000197721
CD46P1	ENSG00000244703
CDCA4P3	ENSG00000226289
CDCA4P4	ENSG00000234219
CD34	ENSG00000174059
OR10J6P	ENSG00000158731
RNU6-828P	ENSG00000201746
RNU6-37P	ENSG00000199562
RN7SL731P	ENSG00000264501
PGD	ENSG00000142657
CENPS-CORT	ENSG00000251503
CENPS	ENSG00000175279
DFFA	ENSG00000160049
NSA2P1	ENSG00000236035
SNORA77	ENSG00000221643
RPL35AP5	ENSG00000223505
SNRPE	ENSG00000182004
KRT8P29	ENSG00000236430
SMPDL3B	ENSG00000130768
RN7SL559P	ENSG00000240750
XKR8	ENSG00000158156
FAM89A	ENSG00000182118
MIR1182	ENSG00000283799
C1orf131	ENSG00000143633
LINC01144	ENSG00000281912
TOE1	ENSG00000132773
TESK2	ENSG00000070759
PPIAP36	ENSG00000236872
CCDC163	ENSG00000280670
MMACHC	ENSG00000132763
FGFR3P6	ENSG00000226164
MIR3916	ENSG00000283881
RNA5SP82	ENSG00000252516
VN1R17P	ENSG00000235818
Y_RNA	ENSG00000202079
GCSAML	ENSG00000169224
OR2G2	ENSG00000177489
OR2G3	ENSG00000177476
U6	ENSG00000283369
OR3D1P	ENSG00000230411
RNU6-991P	ENSG00000251977
Y_RNA	ENSG00000252254
Y_RNA	ENSG00000202041
ADH5P3	ENSG00000223694
CHRM3	ENSG00000133019
EEIG2	ENSG00000162636
HENMT1	ENSG00000162639
PRPF38B	ENSG00000134186
FNDC7	ENSG00000143107
STXBP3	ENSG00000116266
RPL17P7	ENSG00000244716
RPS27P6	ENSG00000228665
RANP5	ENSG00000228054
TMEM167B	ENSG00000215717
SCARNA2	ENSG00000278249
DAP3	ENSG00000132676
SYT11	ENSG00000132718
U4	ENSG00000283442
KHDC4	ENSG00000132680
SNORA80E	ENSG00000207475
SCARNA4	ENSG00000280466
SCARNA4	ENSG00000281394
MIR6738	ENSG00000277817
ARHGEF2-AS1	ENSG00000224276
SSR2	ENSG00000163479
UBQLN4	ENSG00000160803
RAB25	ENSG00000132698
PMF1-BGLAP	ENSG00000260238
BGLAP	ENSG00000242252
SMG5	ENSG00000198952
TMEM79	ENSG00000163472
CCT3	ENSG00000163468
RHBG	ENSG00000132677
MIR9-1	ENSG00000207933
MEX3A	ENSG00000254726
CYP4X1	ENSG00000186377
CYP4Z1	ENSG00000186160
TUBAP9	ENSG00000225154
MTND1P34	ENSG00000225514
PDZK1IP1	ENSG00000162366
FOXE3	ENSG00000186790
FOXD2-AS1	ENSG00000237424
VHLL	ENSG00000189030
LRRC52	ENSG00000162763
IGSF3	ENSG00000143061
NTMT2	ENSG00000203740
ELAVL4	ENSG00000162374
COA6	ENSG00000168275
CORT	ENSG00000241563
AHCTF1	ENSG00000153207
FRRS1	ENSG00000156869
LRRC7	ENSG00000033122
F13B	ENSG00000143278
LEPR	ENSG00000116678
PSMD4	ENSG00000159352
TAGLN2	ENSG00000158710
H6PD	ENSG00000049239
FOXD2	ENSG00000186564
DDOST	ENSG00000244038
PRG4	ENSG00000116690
ST3GAL3	ENSG00000126091
ZNF692	ENSG00000171163
FGGY	ENSG00000172456
PLA2G2F	ENSG00000158786
OLFM3	ENSG00000118733
PRXL2B	ENSG00000157870
DPM3	ENSG00000179085
RXFP4	ENSG00000173080
NPPB	ENSG00000120937
SBF1P2	ENSG00000224904
RNU5E-4P	ENSG00000201801
PLOD1	ENSG00000083444
MIIP	ENSG00000116691
Y_RNA	ENSG00000202461
MIR6729	ENSG00000276869
RN7SL649P	ENSG00000243539
TNFRSF8	ENSG00000120949
RNU6-777P	ENSG00000201135
RPL23AP89	ENSG00000227875
MIR7846	ENSG00000283789
MIR4632	ENSG00000263676
Y_RNA	ENSG00000200591
RBBP4	ENSG00000162521
SYNC	ENSG00000162520
NHSL3	ENSG00000162522
S100PBP	ENSG00000116497
HPCA	ENSG00000121905
TMEM54	ENSG00000121900
UFC1	ENSG00000143222
PPOX	ENSG00000143224
B4GALT3	ENSG00000158850
ADAMTS4	ENSG00000158859
FCER1G	ENSG00000158869
TOMM40L	ENSG00000158882
MIR5187	ENSG00000284035
PCP4L1	ENSG00000248485
CFAP126	ENSG00000188931
RRM2P2	ENSG00000236484
RNU6-481P	ENSG00000206921
RN7SL261P	ENSG00000277762
GJA5	ENSG00000265107
GJA8	ENSG00000121634
GPR89B	ENSG00000188092
RNU1-129P	ENSG00000206791
RNVU1-7	ENSG00000206585
ABHD17AP1	ENSG00000198658
RNU6-1211P	ENSG00000238382
RNU6-809P	ENSG00000207190
Y_RNA	ENSG00000200508
MFN2	ENSG00000116688
TMCO2	ENSG00000188800
ZMPSTE24	ENSG00000084073
COL9A2	ENSG00000049089
RPL21P20	ENSG00000227311
ZFP69B	ENSG00000187801
AUNIP	ENSG00000127423
PAQR7	ENSG00000182749
Y_RNA	ENSG00000207302
SNRPFP2	ENSG00000229786
MIR3917	ENSG00000283938
RNU6-369P	ENSG00000199385
MIR5584	ENSG00000263381
TMEM53	ENSG00000126106
ARMH1	ENSG00000198520
KIF2C	ENSG00000142945
RPS8	ENSG00000142937
SNORD55	ENSG00000264294
SNORD46	ENSG00000200913
SNORD38A	ENSG00000202031
SNORD38B	ENSG00000207421
SNORD38B	ENSG00000281859
RPS15AP11	ENSG00000234093
RNU5E-6P	ENSG00000202444
EIF2B3	ENSG00000070785
RNA5SP47	ENSG00000253039
CCNB1IP1P1	ENSG00000229815
PPIAP35	ENSG00000232369
MRPS17P1	ENSG00000268949
HECTD3	ENSG00000126107
UROD	ENSG00000126088
OSTCP5	ENSG00000234315
NOL9	ENSG00000162408
TAS1R1	ENSG00000173662
ZBTB48	ENSG00000204859
LRRC8C	ENSG00000171488
ZBTB40-IT1	ENSG00000237200
EPHA8	ENSG00000070886
MIR6127	ENSG00000276835
MIR4684	ENSG00000265422
LGALS8-AS1	ENSG00000223776
HEATR1	ENSG00000119285
RPSAP21	ENSG00000226498
RPL35P1	ENSG00000237991
MT1HL1	ENSG00000244020
RNU6-949P	ENSG00000206767
CHMP1AP1	ENSG00000226662
RNU6-424P	ENSG00000207095
RPEP3	ENSG00000230833
STX12	ENSG00000117758
RNU6-1245P	ENSG00000223062
PPP1R8	ENSG00000117751
SCARNA1	ENSG00000252947
THEMIS2	ENSG00000130775
RPA2	ENSG00000117748
PDE4DIPP9	ENSG00000230239
MIR3675	ENSG00000263811
RNU1-5P	ENSG00000277234
RNU1-2	ENSG00000207005
MFAP2	ENSG00000117122
ATP13A2	ENSG00000159363
PADI2	ENSG00000117115
PADI1	ENSG00000142623
PADI3	ENSG00000142619
MIR3972	ENSG00000266634
Y_RNA	ENSG00000199459
SNORD81	ENSG00000199934
CCN1	ENSG00000142871
CICP13	ENSG00000234419
RNU6-791P	ENSG00000222399
HHIPL2	ENSG00000143512
TAF1A	ENSG00000143498
MIA3	ENSG00000154305
AIDA	ENSG00000186063
BROX	ENSG00000162819
NDUFB1P2	ENSG00000234523
ERMAP	ENSG00000164010
ZNF691	ENSG00000164011
ATP6V1E1P1	ENSG00000225099
ATP6V0CP4	ENSG00000284138
RNU6-880P	ENSG00000207256
